team_name,global_position,manual_position,algo_position,global_pnl,manual_pnl,algo_pnl,country_code,country,segment
Dinesh,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dinesh sunrisers,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Ding ding,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dingaling,5539.0,271.0,5323.0,0.0,0.0,0.0,AU,Australia,disengaged
DinoS26,3198.0,72.0,4025.0,123893.0,71500.0,52393.0,AU,Australia,elite
Dinoco,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dinos,2598.0,72.0,3281.0,153235.0,71500.0,81735.0,CH,Switzerland,elite
Dinosaurs,5539.0,271.0,5323.0,0.0,0.0,0.0,AU,Australia,disengaged
Dioda,5539.0,271.0,5323.0,0.0,0.0,0.0,AU,Australia,disengaged
Dipanshu kumar singh,4563.0,124.0,5323.0,56300.0,56300.0,0.0,IN,India,non_optimal
DireMachines,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Directionless,1858.0,7.0,3015.0,173949.0,87896.0,86053.0,IN,India,elite
Director,4247.0,208.0,3992.0,74714.0,20700.0,54014.0,IN,India,non_optimal
Dirogo,5539.0,271.0,5323.0,0.0,0.0,0.0,GB,United Kingdom,disengaged
DisRUpt,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Disbelief,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Disciple Of Bill Hwang,5539.0,271.0,5323.0,0.0,0.0,0.0,LV,Latvia,disengaged
Disciples,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Disciples of Sasha,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
DiscordMods,874.0,1.0,1203.0,185077.0,87995.0,97081.0,US,United States,elite
Discovering,2257.0,19.0,3362.0,165871.0,85999.0,79872.0,FR,France,elite
Discovery 91,430.0,1.0,549.0,187567.0,87995.0,99572.0,IT,Italy,elite
Discovery One,5539.0,271.0,5323.0,0.0,0.0,0.0,IT,Italy,disengaged
Discrete,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Discrete Origin,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
DiscreteTraders,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dishwasher liquid,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Disparity,1227.0,1.0,1796.0,183053.0,87995.0,95057.0,IN,India,elite
Disqualified,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
DissaTrade,2120.0,25.0,3190.0,168299.0,85000.0,83299.0,HK,Hong Kong,elite
Disvid,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Ditrader517,3656.0,155.0,4109.0,95665.0,46898.0,48767.0,FR,France,non_optimal
Ditto,5539.0,271.0,5323.0,0.0,0.0,0.0,GB,United Kingdom,disengaged
Div,1923.0,54.0,1434.0,172675.0,76498.0,96177.0,IN,India,elite
DivIn,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
DivijA,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
DivijAswinkumar,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Divine Trader,2051.0,33.0,2956.0,169744.0,82996.0,86747.0,IN,India,elite
DivineMinds,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
DivingPanda,5539.0,271.0,5323.0,0.0,0.0,0.0,AU,Australia,disengaged
Divinity,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Divya,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Divyak,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Divyansh,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Divyansh Malviya,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
DivyanshG09,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
DivyanshOP,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Divyanshu Dash,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Divyanshu Tiwari,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Divyesh Jayswal,3046.0,40.0,4035.0,134110.0,82100.0,52010.0,DE,Germany,elite
Diworsfication,5539.0,271.0,5323.0,0.0,0.0,0.0,AU,Australia,disengaged
Diworsification,878.0,1.0,1212.0,185014.0,87995.0,97019.0,AU,Australia,elite
Djtrading,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dm,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Dna,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Do pal ki Zindagi,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Do people read these,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
DoDoDei,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
DoNamTrung,5539.0,271.0,5323.0,0.0,0.0,0.0,VN,Vietnam,disengaged
DoOrDie,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
DoarEu,5527.0,249.0,5323.0,490.0,490.0,0.0,RO,Romania,non_optimal
Docop,5539.0,271.0,5323.0,0.0,0.0,0.0,AU,Australia,disengaged
Dodge_ram,2208.0,72.0,1721.0,166800.0,71500.0,95300.0,IN,India,elite
DodgyPenguins,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Doers,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Doers2,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Does it really matter,1701.0,1.0,2698.0,177152.0,87995.0,89157.0,IN,India,elite
Doesnt_Matter,1106.0,1.0,1581.0,183667.0,87995.0,95672.0,IN,India,elite
Doge to the Moon,5539.0,271.0,5323.0,0.0,0.0,0.0,DK,Denmark,disengaged
DogeChallenger,3561.0,1.0,5103.0,97999.0,87995.0,10004.0,US,United States,non_optimal
DogpardSecurities,4172.0,140.0,4524.0,78957.0,51300.0,27657.0,CH,Switzerland,non_optimal
Doing My Best,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
DoingOurBest,5539.0,271.0,5323.0,0.0,0.0,0.0,DE,Germany,disengaged
Doitnow,5539.0,271.0,5323.0,0.0,0.0,0.0,GB,United Kingdom,disengaged
Doji Dudes,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dolgma,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dollarbill,5539.0,271.0,5323.0,0.0,0.0,0.0,GB,United Kingdom,disengaged
Dolphin,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dolphin pilot,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dominant_daddy,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dominanta,3616.0,271.0,1305.0,96650.0,0.0,96650.0,AT,Austria,disengaged
Dominator,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dominex,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
DominikSzabo,5539.0,271.0,5323.0,0.0,0.0,0.0,HU,Hungary,disengaged
Dominion,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dominion Force,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dominion X,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Domino,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Domovyna,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Doms-ter Traders,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Domstlog,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Domus Traders,3934.0,1.0,5323.0,87995.0,87995.0,0.0,GB,United Kingdom,non_optimal
DonPollo,5539.0,271.0,5323.0,0.0,0.0,0.0,PL,Poland,disengaged
Done_Right,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Donk,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Donkey Illini,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
DonkeyIllini,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
DonkeyKongs,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Donkeykong,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Donow,5539.0,271.0,5323.0,0.0,0.0,0.0,GB,United Kingdom,disengaged
Dont Know,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dont have a team,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Dont_Worry_About_It,5539.0,271.0,5323.0,0.0,0.0,0.0,NL,Netherlands,disengaged
Dont_know,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dontmindmeifido,5539.0,271.0,5323.0,0.0,0.0,0.0,RO,Romania,disengaged
DoobLeOrNothing,5539.0,271.0,5323.0,0.0,0.0,0.0,DE,Germany,disengaged
Dooby,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Doolysaurus Huhmini,2128.0,72.0,1301.0,168168.0,71500.0,96668.0,US,United States,elite
Doom,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dooma,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Doornbos,5539.0,271.0,5323.0,0.0,0.0,0.0,NL,Netherlands,disengaged
Dooti LLP,5539.0,271.0,5323.0,0.0,0.0,0.0,GB,United Kingdom,disengaged
Dopicode,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Doradoshi,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Doraemon,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Doraemon_Sinchan,2066.0,72.0,1006.0,169506.0,71500.0,98006.0,IN,India,elite
DoritoShip,5539.0,271.0,5323.0,0.0,0.0,0.0,CH,Switzerland,disengaged
DostKiYaadNaiAyiJassi,2408.0,72.0,2650.0,161252.0,71500.0,89752.0,IN,India,elite
Dot,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dot077,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dot72,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
DotDot,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
DotPy,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Double Dividend,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Double Trading,5539.0,271.0,5323.0,0.0,0.0,0.0,KZ,Kazakhstan,disengaged
Double-MasterTraders,3192.0,206.0,478.0,124502.0,24500.0,100002.0,IN,India,elite
Double-Or-Nothing,5843.0,286.0,5649.0,-216654.0,-47500.0,-169154.0,BE,Belgium,troll
DoubleA,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Double_eggs Capital,1582.0,1.0,2461.0,179242.0,87995.0,91247.0,CN,China,elite
Doublecarr,2783.0,166.0,315.0,145179.0,44000.0,101179.0,US,United States,elite
Dough,5539.0,271.0,5323.0,0.0,0.0,0.0,GB,United Kingdom,disengaged
Dove,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Dow-Jones,5539.0,271.0,5323.0,0.0,0.0,0.0,DE,Germany,disengaged
DowAt50000,1794.0,1.0,2900.0,175396.0,87995.0,87401.0,US,United States,elite
DownWithICT,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Downfall,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dox Alpha,5539.0,271.0,5323.0,0.0,0.0,0.0,CN,China,disengaged
Doyers,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Doyrwork,4432.0,181.0,4626.0,63719.0,39000.0,24719.0,IN,India,non_optimal
Dr-Mathattan,5408.0,271.0,5162.0,7479.0,0.0,7479.0,US,United States,disengaged
DrBlythe,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
DrStrange,5539.0,271.0,5323.0,0.0,0.0,0.0,GB,United Kingdom,disengaged
DraGonboss,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
DracoQuant,4603.0,140.0,5272.0,54164.0,51300.0,2864.0,IN,India,non_optimal
Draconis,4887.0,271.0,4324.0,35131.0,0.0,35131.0,IN,India,disengaged
Draftic,3955.0,135.0,4331.0,87644.0,52700.0,34944.0,CA,Canada,non_optimal
Drag0n of Loowater,2250.0,72.0,1939.0,165992.0,71500.0,94492.0,CA,Canada,elite
Dragon,1063.0,1.0,1507.0,183917.0,87995.0,95921.0,US,United States,elite
Dragon of Loowater,5539.0,271.0,5323.0,0.0,0.0,0.0,CA,Canada,disengaged
Dragon63,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
DragonArbitrage,450.0,1.0,579.0,187434.0,87995.0,99438.0,US,United States,elite
DragonFly,5539.0,271.0,5323.0,0.0,0.0,0.0,CA,Canada,disengaged
DragonFund,5881.0,271.0,5698.0,-1652713.0,0.0,-1652713.0,US,United States,disengaged
DragonSlayers,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
DragonWarrior,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
DragonZ,5539.0,271.0,5323.0,0.0,0.0,0.0,GB,United Kingdom,disengaged
Dragonborn,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dragons Link,3934.0,1.0,5323.0,87995.0,87995.0,0.0,US,United States,non_optimal
Dragonslayer,1665.0,1.0,2619.0,178036.0,87995.0,90040.0,VN,Vietnam,elite
Dragorn,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Draguax,137.0,1.0,155.0,191697.0,87995.0,103702.0,AU,Australia,elite
Drama,5539.0,271.0,5323.0,0.0,0.0,0.0,IL,Israel,disengaged
Dramhex,5539.0,271.0,5323.0,0.0,0.0,0.0,BE,Belgium,disengaged
Draw 4,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Drawdown traders,1919.0,72.0,303.0,172841.0,71500.0,101341.0,IN,India,elite
Drax Quantitative,2786.0,128.0,2634.0,144927.0,54998.0,89928.0,JP,Japan,elite
DreadPirateRoberts,5539.0,271.0,5323.0,0.0,0.0,0.0,GB,United Kingdom,disengaged
Dream,5539.0,271.0,5323.0,0.0,0.0,0.0,AU,Australia,disengaged
Dream Builder,5539.0,271.0,5323.0,0.0,0.0,0.0,CA,Canada,disengaged
Dream Deal,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dream Seekers,1963.0,2.0,3179.0,171563.0,87994.0,83568.0,CN,China,elite
Dream Team,87.0,1.0,93.0,194009.0,87995.0,106013.0,US,United States,elite
Dream Titans,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
DreamTeam,1666.0,1.0,2621.0,178019.0,87995.0,90024.0,US,United States,elite
Dreamcatcher,5498.0,271.0,5280.0,2628.0,0.0,2628.0,AU,Australia,disengaged
Dreamers,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Dreamweavers,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dreamy Love,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dreamy Orbit,3120.0,25.0,4155.0,130210.0,85000.0,45210.0,US,United States,elite
Drei Rauber Investments,996.0,1.0,1404.0,184281.0,87995.0,96286.0,GB,United Kingdom,elite
Drift,5539.0,271.0,5323.0,0.0,0.0,0.0,IT,Italy,disengaged
Drift Capital,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Drift Team,5539.0,271.0,5323.0,0.0,0.0,0.0,PL,Poland,disengaged
Driftlabs,5394.0,271.0,5148.0,8074.0,0.0,8074.0,AU,Australia,disengaged
Driftwood Capital,5539.0,271.0,5323.0,0.0,0.0,0.0,GB,United Kingdom,disengaged
Drivethrucover,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Drk_PheoniXz,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
DroGaGON,2633.0,117.0,2117.0,151670.0,58000.0,93670.0,IN,India,elite
Dromedaries,5539.0,271.0,5323.0,0.0,0.0,0.0,CH,Switzerland,disengaged
Drugari iz odeljenja,5539.0,271.0,5323.0,0.0,0.0,0.0,HR,Croatia,disengaged
Drunk Vamp,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Drunk a Miller,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Drxwservn,5016.0,271.0,4530.0,27468.0,0.0,27468.0,US,United States,disengaged
Dshin,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
DtAbhi,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Dta Sentinel,5539.0,271.0,5323.0,0.0,0.0,0.0,AU,Australia,disengaged
Dtrade,4926.0,271.0,4383.0,33021.0,0.0,33021.0,IN,India,disengaged
Duality,5539.0,271.0,5323.0,0.0,0.0,0.0,DE,Germany,disengaged
Dubious,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Dubski,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Duck Trade,5539.0,271.0,5323.0,0.0,0.0,0.0,DE,Germany,disengaged
DuckDuckPi,3937.0,271.0,2834.0,87976.0,0.0,87976.0,CA,Canada,disengaged
DuckEdges,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
DuckSocks,1309.0,1.0,1951.0,182441.0,87995.0,94446.0,GB,United Kingdom,elite
Duck_Cat_NPC,3539.0,152.0,4054.0,98862.0,47700.0,51162.0,IN,India,non_optimal
Duckduckslow,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Ducklings,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Ducko,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
DucksAndGeese,5539.0,271.0,5323.0,0.0,0.0,0.0,GB,United Kingdom,disengaged
Ducks_in_vain,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Ducksluvpie,5539.0,271.0,5323.0,0.0,0.0,0.0,CA,Canada,disengaged
Duckye,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Dude,5240.0,271.0,4910.0,15941.0,0.0,15941.0,IN,India,disengaged
Dududu,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Duetrade,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
DugDevils,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Duke,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Duke28,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Dukudu,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dulap,5539.0,271.0,5323.0,0.0,0.0,0.0,NL,Netherlands,disengaged
DumbTrading,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dumbledore Army,296.0,1.0,368.0,188690.0,87995.0,100695.0,IN,India,elite
Dumbo,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dummy,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dumy,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dune,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Duniya ka papa,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Duo Developers,4383.0,138.0,4962.0,66276.0,51800.0,14476.0,IN,India,non_optimal
Duo-lingo,5539.0,271.0,5323.0,0.0,0.0,0.0,AU,Australia,disengaged
Dupahar,4924.0,271.0,4382.0,33099.0,0.0,33099.0,IN,India,disengaged
Dupuis Disciple,5539.0,271.0,5323.0,0.0,0.0,0.0,AU,Australia,disengaged
Durham,5539.0,271.0,5323.0,0.0,0.0,0.0,GB,United Kingdom,disengaged
Durham Dark Pool,1850.0,25.0,2699.0,174156.0,85000.0,89156.0,GB,United Kingdom,elite
Durham Dynamites,1141.0,1.0,1630.0,183510.0,87995.0,95515.0,GB,United Kingdom,elite
Dutch Crew,5539.0,271.0,5323.0,0.0,0.0,0.0,NL,Netherlands,disengaged
Duurg_sk,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
DuyHuynh,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
DwanCountry,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Dwancounty,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Dwang,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Dward,5539.0,271.0,5323.0,0.0,0.0,0.0,AU,Australia,disengaged
Dwisyy,5539.0,271.0,5323.0,0.0,0.0,0.0,GB,United Kingdom,disengaged
Dy Trade,5539.0,271.0,5323.0,0.0,0.0,0.0,FR,France,disengaged
DylanHs Original Name,5539.0,271.0,5323.0,0.0,0.0,0.0,AU,Australia,disengaged
Dynamic survival,191.0,1.0,219.0,190436.0,87995.0,102441.0,AU,Australia,elite
Dynamic4411,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
DynamicHedge,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
Dynamight,5539.0,271.0,5323.0,0.0,0.0,0.0,SG,Singapore,disengaged
Dynamo,2708.0,103.0,3059.0,148372.0,63000.0,85372.0,IN,India,elite
Dynasty,5539.0,271.0,5323.0,0.0,0.0,0.0,GB,United Kingdom,disengaged
DynoMechies,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
Dziki,4221.0,57.0,5323.0,76294.0,76294.0,0.0,PL,Poland,non_optimal
E Research,5539.0,271.0,5323.0,0.0,0.0,0.0,ZA,South Africa,disengaged
E Rolavs,5539.0,271.0,5323.0,0.0,0.0,0.0,AU,Australia,disengaged
E-CODERS,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
E110,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
E212,4276.0,152.0,4603.0,73203.0,47700.0,25503.0,IN,India,non_optimal
E2_Traders,4776.0,166.0,5323.0,44000.0,44000.0,0.0,IN,India,non_optimal
EAT 5 STAR,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
EBSProspers,5539.0,271.0,5323.0,0.0,0.0,0.0,DE,Germany,disengaged
EC,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
ECE_TEAM_1,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
ECN,4237.0,271.0,3519.0,75287.0,0.0,75287.0,FR,France,disengaged
EDEN,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
EDG Trading,3724.0,271.0,1910.0,94621.0,0.0,94621.0,US,United States,disengaged
EDHEC,5539.0,271.0,5323.0,0.0,0.0,0.0,FR,France,disengaged
EDHEC Feng,3342.0,41.0,4434.0,112002.0,81000.0,31002.0,FR,France,non_optimal
EDHEC-UniCA,1511.0,1.0,2305.0,180512.0,87995.0,92516.0,FR,France,elite
EDI_Hires,2465.0,94.0,2326.0,158842.0,66500.0,92342.0,IE,Ireland,elite
EDL,5539.0,271.0,5323.0,0.0,0.0,0.0,FR,France,disengaged
EF,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
EFDS_with_FeBreeze,1859.0,46.0,1858.0,173930.0,79100.0,94830.0,GB,United Kingdom,elite
EFN,254.0,1.0,306.0,189310.0,87995.0,101315.0,AU,Australia,elite
EGOOOOO1,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
EIMERS,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
EI_Rocks,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
EJ,5539.0,271.0,5323.0,0.0,0.0,0.0,CA,Canada,disengaged
EKMinimum,5539.0,271.0,5323.0,0.0,0.0,0.0,FR,France,disengaged
ELITE,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
ELMAMUTDEU,242.0,1.0,289.0,189552.0,87995.0,101557.0,BD,Bangladesh,elite
EMG,5539.0,271.0,5323.0,0.0,0.0,0.0,AU,Australia,disengaged
EN1GMA,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
ENSAE Finance Inv,1451.0,1.0,2206.0,181135.0,87995.0,93140.0,FR,France,elite
ENSAEgoat,5539.0,271.0,5323.0,0.0,0.0,0.0,FR,France,disengaged
ENSAI,3565.0,271.0,1033.0,97853.0,0.0,97853.0,FR,France,disengaged
ENSAS,5539.0,271.0,5323.0,0.0,0.0,0.0,FR,France,disengaged
ENSASWAG,5539.0,271.0,5323.0,0.0,0.0,0.0,FR,France,disengaged
ENTROTRY,5539.0,271.0,5323.0,0.0,0.0,0.0,GB,United Kingdom,disengaged
EPFL Quant,519.0,1.0,670.0,187047.0,87995.0,99051.0,CH,Switzerland,elite
EPItrade,5539.0,271.0,5323.0,0.0,0.0,0.0,FR,France,disengaged
EPL,5539.0,271.0,5323.0,0.0,0.0,0.0,BE,Belgium,disengaged
ERK,1458.0,1.0,2224.0,181042.0,87995.0,93047.0,CH,Switzerland,elite
ERK Team,5539.0,271.0,5323.0,0.0,0.0,0.0,CH,Switzerland,disengaged
ERKk,5539.0,271.0,5323.0,0.0,0.0,0.0,CH,Switzerland,disengaged
ESBears,5539.0,271.0,5323.0,0.0,0.0,0.0,DE,Germany,disengaged
ESCP,5539.0,271.0,5323.0,0.0,0.0,0.0,FR,France,disengaged
ESHWAR,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
ESo,4308.0,135.0,4860.0,70820.0,52700.0,18120.0,US,United States,non_optimal
ET,5539.0,271.0,5323.0,0.0,0.0,0.0,SG,Singapore,disengaged
ET come home,5539.0,271.0,5323.0,0.0,0.0,0.0,SG,Singapore,disengaged
ETF,5539.0,271.0,5323.0,0.0,0.0,0.0,IE,Ireland,disengaged
ETH Infernos,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
ETHedge,1461.0,1.0,2231.0,181001.0,87995.0,93006.0,CH,Switzerland,elite
ETrading,2215.0,1.0,3417.0,166751.0,87995.0,78756.0,FR,France,elite
ETradingH,5539.0,271.0,5323.0,0.0,0.0,0.0,CH,Switzerland,disengaged
EUPHORIA,5667.0,152.0,5563.0,-22249.0,47700.0,-69949.0,IN,India,non_optimal
EV-Sphere,5539.0,271.0,5323.0,0.0,0.0,0.0,IN,India,disengaged
EVA Unit-01,4260.0,156.0,4537.0,74108.0,46800.0,27308.0,IN,India,non_optimal
EVE offline,5539.0,271.0,5323.0,0.0,0.0,0.0,NL,Netherlands,disengaged
EVMaxxers,2846.0,152.0,1906.0,142327.0,47700.0,94627.0,AU,Australia,elite
EVmaxxing,5539.0,271.0,5323.0,0.0,0.0,0.0,US,United States,disengaged
EVnegative,4007.0,271.0,3028.0,85720.0,0.0,85720.0,DE,Germany,disengaged
EXIST,5539.0,271.0,5323.0,0.0,0.0,0.0,CN,China,disengaged
