global_position,country_code,team_name,country,global_pnl
1,AU,yuh,Australia,213845.0
2,NL,Negative Eevee,Netherlands,211240.0
3,AU,Vibing,Australia,209841.0
4,US,Seven Deuce Capital,United States,208281.0
5,GB,DU Trading,United Kingdom,208206.0
6,GB,DU Market Makers,United Kingdom,207536.0
7,US,The Big Posteriors,United States,207376.0
8,GB,DU Quant,United Kingdom,207310.0
9,NL,Une Baguette Fromage,Netherlands,207308.0
10,GB,DU Trading Desk,United Kingdom,207286.0
11,US,optieverhandelaaren,United States,206581.0
12,US,Flowstate,United States,206190.0
13,AU,Prosperity Crushers,Australia,205792.0
14,AU,broke like joc,Australia,205728.0
15,GB,Hexatech,United Kingdom,205619.0
16,AU,prosperity 2 man,Australia,205586.0
17,GB,DU Market Making,United Kingdom,205534.0
18,GB,guan,United Kingdom,205367.0
19,PL,ShrimpTrading,Poland,205347.0
20,US,72 Sigma,United States,205284.0
21,AU,63-bit integers,Australia,204923.0
22,CA,Exodia,Canada,204851.0
23,IN,DannyNegru,India,204679.0
24,RS,nema problema ovde,Serbia,204396.0
25,US,porridge,United States,204126.0
26,IT,Arcadia 2,Italy,203995.0
27,CH,Open for Quant Jobs,Switzerland,203861.0
28,AU,BASTION,Australia,203419.0
29,US,John Slope,United States,203243.0
30,AU,gacrux,Australia,203099.0
31,AU,final position 10 at 15,Australia,203073.0
32,IN,Algoholicz,India,202521.0
33,IN,BlackSouls,India,202239.0
34,US,fenn,United States,202036.0
35,US,CCC_v2,United States,201835.0
36,US,Jaded,United States,201738.0
37,IN,CarbonBlack,India,200980.0
38,IN,Infinity Stones,India,200940.0
39,DE,cRashCrafters,Germany,200388.0
40,IN,Gorlock,India,200159.0
41,IN,Myname,India,200136.0
42,US,second_best,United States,200039.0
43,IN,Space Monkeys,India,199705.0
44,IN,Cosmic Latte,India,199704.0
45,DE,Alien,Germany,199535.0
46,US,Euporia,United States,199429.0
47,US,drunken noodles,United States,199274.0
48,US,abacus,United States,199213.0
49,DE,TUMorrow Traders,Germany,198940.0
50,CH,Beauty Hunters,Switzerland,198746.0
51,US,DCJ9,United States,198672.0
52,IN,Poverty,India,198670.0
53,CH,TatooineTraders,Switzerland,198513.0
54,AU,Fortune,Australia,198376.0
55,AU,ICT Mogged,Australia,198372.0
56,HK,Yin,Hong Kong,198365.0
57,AT,WanderingTraders,Austria,198175.0
58,US,HATSK,United States,198035.0
59,CH,BelmonteHunters,Switzerland,197912.0
60,PH,Caustic Orbifold,Philippines,197899.0
61,ID,kumon,Indonesia,197767.0
62,GB,CUATS 2,United Kingdom,197700.0
63,TW,1112233,Taiwan,197526.0
64,GB,test1,United Kingdom,197398.0
65,DE,Solarflare,Germany,197110.0
66,ES,Vega,Spain,196691.0
67,CA,Uvic lions,Canada,196400.0
68,AU,unknownpophaha,Australia,196200.0
69,CA,Waterloo Courtsiders,Canada,196176.0
70,ES,Alphito,Spain,196167.0
71,CN,AgentLab,China,196135.0
72,GB,Keble Kwants,United Kingdom,196086.0
73,ES,Grand Theft Alpha,Spain,195922.0
74,IN,Twisted Minds,India,195575.0
75,US,Jane Avenue,United States,195471.0
76,IN,Margin Call Mafia,India,195426.0
77,PT,PMQuants,Portugal,195276.0
78,US,Secret Sauce,United States,195187.0
79,GB,dih,United Kingdom,194947.0
80,DK,RealCityScape,Denmark,194769.0
81,US,bear,United States,194524.0
82,CO,XIREC Collectors,Colombia,194455.0
83,FR,Centrale Alpha Fund,France,194355.0
84,CN,Roots Ocean Prime,China,194140.0
85,HK,OntarioStreet700,Hong Kong,194053.0
86,US,Gautam,United States,194034.0
87,US,Dream Team,United States,194009.0
88,AU,psrbot,Australia,193934.0
89,GB,Alpha Search Team,United Kingdom,193893.0
90,IN,Saksham Arora,India,193687.0
91,US,Qu4nt D3stroy3rs,United States,193607.0
92,HR,derMiro,Croatia,193585.0
93,GB,team team team,United Kingdom,193581.0
94,US,The Arbitrage Goats,United States,193546.0
95,BR,Tayaya Trading,Brazil,193479.0
96,AT,PowderDays,Austria,193453.0
97,US,Oracles of Delphi,United States,193436.0
98,GB,Meiji,United Kingdom,193435.0
99,AT,Stop the Birds,Austria,193342.0
100,AU,The Vega Games,Australia,193300.0
101,SE,GUDG,Sweden,193132.0
102,GB,A manger,United Kingdom,193100.0
103,AT,JackOfHearts,Austria,193078.0
104,GB,The Mountain Goats,United Kingdom,193071.0
105,US,TTG,United States,193009.0
106,IE,Geezers of the Galaxy,Ireland,192961.0
107,US,Berkeley x Stanford,United States,192955.0
108,US,Mamba In,United States,192941.0
109,DE,Frankfurt_Hedgehawk,Germany,192940.0
110,IN,Hyenas,India,192693.0
111,AU,Who is weady to wumble,Australia,192690.0
112,IT,X Liquidity Providers,Italy,192650.0
113,IN,Whim,India,192528.0
114,DE,Pluto,Germany,192444.0
115,US,yurtles,United States,192312.0
116,FR,les bassemitos,France,192262.0
117,FR,The barn,France,192245.0
118,IT,Silence of the Lambdas,Italy,192239.0
119,HK,Peaky Minors,Hong Kong,192212.0
120,AU,Tundra-wawa,Australia,192202.0
121,US,ras,United States,192181.0
122,US,Any Golfers,United States,192177.0
123,US,Starkl7,United States,192157.0
124,IN,thehailmary,India,192115.0
125,GB,GOLowVol,United Kingdom,192113.0
126,AU,USYD_No_1,Australia,192090.0
127,FR,Jinya,France,191987.0
128,HK,Kebab house,Hong Kong,191945.0
129,US,Team Jimmy,United States,191921.0
130,CN,MikeyTeam,China,191898.0
131,AU,pink fluffy dumplings,Australia,191862.0
131,AU,bonk,Australia,191862.0
132,DE,Pabs,Germany,191820.0
133,GB,Lagrange Multiplier,United Kingdom,191818.0
134,GB,RT Gamma,United Kingdom,191799.0
135,SG,Degen Traders,Singapore,191794.0
136,US,bugless,United States,191727.0
137,AU,Draguax,Australia,191697.0
138,IT,Serenissima Syndicate,Italy,191694.0
139,AU,crackedexplosion,Australia,191686.0
139,AU,Market Manipulators,Australia,191686.0
140,HK,Farming in Space,Hong Kong,191653.0
141,CA,Praxis Prodigies,Canada,191651.0
142,IN,Too_Sigma,India,191621.0
143,FR,Vegasteroids,France,191612.0
144,US,Starmie,United States,191601.0
145,AU,ahhhhhhhhhhhhh,Australia,191597.0
146,IN,roorkeepelago,India,191587.0
147,IN,DECIDED,India,191535.0
148,AU,chatswood rsl enjoyers,Australia,191524.0
149,US,Red Devils,United States,191461.0
150,US,Dark Forest Hunter,United States,191461.0
151,NL,Helicopter Holding,Netherlands,191441.0
152,GB,Alpha Adventurers,United Kingdom,191438.0
153,AT,J4offsuit,Austria,191363.0
154,NZ,Patrick David,New Zealand,191338.0
155,KR,Joomo,South Korea,191323.0
156,KR,SNUCLS,South Korea,191312.0
157,US,Zolu,United States,191286.0
158,US,Yale Penguin,United States,191270.0
159,US,Crusoim,United States,191259.0
160,ES,Yellow Alpha,Spain,191250.0
161,CH,Cyg X-1,Switzerland,191236.0
162,IN,Satisfactory,India,191110.0
163,CN,the_alphamakers,China,191075.0
164,VN,Crispy Carp Capital,Vietnam,191045.0
165,GB,Blindsight,United Kingdom,191023.0
166,NL,Gurren Lagann,Netherlands,191008.0
167,GB,Outsiderss,United Kingdom,191003.0
168,CA,SatoruGojo,Canada,190998.0
169,GB,OuterTrojan,United Kingdom,190923.0
170,IN,Escape Velocity,India,190921.0
171,US,Sophisticated Sigmas,United States,190902.0
172,CL,Arthur y el resto,Chile,190891.0
173,US,GoBears,United States,190861.0
174,AU,Athena123,Australia,190836.0
175,AU,Interplanetary Invasion,Australia,190793.0
176,IN,Prosperous Team,India,190783.0
177,ES,PLVS VLTRA,Spain,190758.0
178,SE,Zaremar,Sweden,190747.0
179,IN,SufferingFromProsperity,India,190719.0
180,CH,Kerbonauts,Switzerland,190717.0
181,IN,404 Team Not Found,India,190701.0
182,US,Jared,United States,190695.0
183,SK,Birans disciples,Slovakia,190650.0
184,NL,Plain N Spicy,Netherlands,190573.0
185,US,StimulatedPlatypuses,United States,190568.0
186,IN,trader6767,India,190551.0
187,US,MFAMSMC River Trading 2,United States,190534.0
188,AT,Vienndiagram,Austria,190484.0
189,GB,TheDunningKrugerEffect,United Kingdom,190482.0
190,GB,Curly Hair Gang,United Kingdom,190468.0
191,AU,Dynamic survival,Australia,190436.0
192,AU,_idk,Australia,190435.0
192,AU,Neptunium9301,Australia,190435.0
192,AU,Panda Two,Australia,190435.0
192,AU,Athena12345,Australia,190435.0
192,AU,Np93,Australia,190435.0
193,IN,Siuuuuu,India,190391.0
194,US,I love Claude,United States,190385.0
195,GB,low cortisol traders,United Kingdom,190345.0
196,NL,Unhedged but Optimistic,Netherlands,190344.0
197,AT,W_W,Austria,190327.0
198,AU,Seattle Spread Hawks,Australia,190285.0
199,IN,Eulers_Tour,India,190244.0
200,US,all_in_on_black_n_gold,United States,190226.0
201,FR,DataBreakers,France,190192.0
202,US,ColumbiaU Traders,United States,190174.0
203,IN,polite_monkey,India,190125.0
204,IN,Buy_low_sell_high,India,190118.0
205,NL,IndependentQuant,Netherlands,190092.0
206,DE,ImagineWinning,Germany,190092.0
207,US,Sheep of Wall Street,United States,190081.0
208,AU,pecel lele,Australia,190073.0
209,DE,DeepSpaceDelta,Germany,190062.0
210,US,John Prosperity,United States,190048.0
211,HK,HKUSTSomethingSomething,Hong Kong,189998.0
212,US,Boiler_Quant,United States,189983.0
213,AU,Sigmoid,Australia,189957.0
214,CN,Robert Defares,China,189957.0
215,NL,Arbland,Netherlands,189909.0
216,US,Vanguard,United States,189895.0
217,US,Parallax 01,United States,189888.0
218,US,Mach7,United States,189814.0
219,IN,GremlinInc,India,189779.0
220,US,IOI,United States,189768.0
221,US,animalfarm,United States,189742.0
222,US,Adwait,United States,189739.0
223,GB,SBF,United Kingdom,189735.0
224,IN,PuliyadiBetko,India,189734.0
225,GB,Goaterhouse,United Kingdom,189723.0
226,AU,TinkleTown,Australia,189717.0
227,US,Gradient Descent,United States,189712.0
228,IN,FAHHH,India,189709.0
229,US,DARTY,United States,189673.0
230,US,ObjectNotFound,United States,189659.0
231,US,ARC,United States,189651.0
232,CH,Darth Trader,Switzerland,189638.0
233,GB,Alistair,United Kingdom,189619.0
234,US,Chambers St Research,United States,189616.0
235,AU,BlackSwans,Australia,189615.0
236,PL,UW quants,Poland,189601.0
237,IN,Bermuda Traders,India,189598.0
238,BG,FMI_brat,Bulgaria,189592.0
239,CN,AXin,China,189581.0
240,US,Neil Trading,United States,189576.0
241,CA,Fergus,Canada,189565.0
242,BD,ELMAMUTDEU,Bangladesh,189552.0
243,IN,Bermuda Traders ReForge,India,189543.0
244,IN,Pretentious,India,189520.0
245,US,foodio,United States,189517.0
246,KZ,Three Sigma Skibidi,Kazakhstan,189516.0
247,AF,Jjjjj,Afghanistan,189515.0
247,IE,tt3,Ireland,189515.0
248,IN,Trade Note,India,189494.0
249,GB,placeholder name,United Kingdom,189440.0
250,IN,delta_one,India,189431.0
251,KR,hanan,South Korea,189381.0
252,AU,Intara-Day Trading,Australia,189335.0
253,IN,Antigravity,India,189334.0
254,AU,EFN,Australia,189310.0
255,ES,Suetta Technologies,Spain,189306.0
256,US,Grossman Zhou,United States,189279.0
257,AU,Orbital Edge,Australia,189211.0
258,GB,Prop,United Kingdom,189200.0
259,US,collegetowncapital,United States,189195.0
260,HR,Trenkovo Trading,Croatia,189156.0
261,IN,TheLast1Q,India,189148.0
262,IN,hissss,India,189084.0
263,NL,Evil Corp,Netherlands,189083.0
264,FR,sauce du chef,France,189079.0
265,GB,the-flash-boys,United Kingdom,189077.0
266,CH,St Gallen River Trading,Switzerland,189076.0
267,IN,Real_Loafers,India,189048.0
268,US,Live Long and Prosper,United States,189000.0
269,CA,NoFrequency,Canada,188976.0
270,AU,all in high card,Australia,188968.0
271,US,Berk8,United States,188946.0
272,GB,Running Out of Theta,United Kingdom,188944.0
273,IN,Martingale,India,188943.0
274,CH,BitBites,Switzerland,188938.0
275,KR,BaggerLab,South Korea,188898.0
276,GB,SuperVerse,United Kingdom,188893.0
277,IN,Precision Traders,India,188893.0
278,PL,High Friction Toes,Poland,188889.0
279,NL,ExitLiquidity,Netherlands,188881.0
280,US,Wo_de_dao_dun,United States,188834.0
281,US,OnlyMe,United States,188815.0
282,IN,Ascend Alpha,India,188782.0
283,CN,GeniusY,China,188777.0
284,US,InQuantsWeTrust,United States,188770.0
285,GB,Camelot_007,United Kingdom,188757.0
286,US,Wave,United States,188757.0
287,AU,beachedas,Australia,188754.0
288,DE,4sigma,Germany,188737.0
289,US,Arywqn,United States,188721.0
290,IN,Jobless101,India,188719.0
291,US,Margin of Terror,United States,188715.0
292,US,SPL,United States,188708.0
293,NL,Cox-Zucker machine,Netherlands,188703.0
294,CA,teamuw,Canada,188701.0
295,ES,Lollipop Trading,Spain,188694.0
296,IN,Dumbledore Army,India,188690.0
297,CA,SlimeBallerz,Canada,188684.0
298,GB,RHS,United Kingdom,188682.0
299,US,Quant Ninja,United States,188682.0
300,AU,caringbah quant traders,Australia,188659.0
301,DE,Good study - Day up,Germany,188636.0
302,SG,Capybara LLC,Singapore,188629.0
303,KR,CU soon,South Korea,188622.0
304,US,Pommesdeterre,United States,188621.0
305,GB,issues xor skill,United Kingdom,188618.0
306,US,Fattails,United States,188617.0
307,IN,No Money No Problems,India,188611.0
308,AU,MarginCallers,Australia,188605.0
309,US,piggassyinshamrock,United States,188601.0
310,IT,Patu Securities,Italy,188600.0
311,CA,AkshatLightning,Canada,188582.0
312,IN,Unhinged Owl,India,188580.0
313,IN,Prosperous Leaf No 14,India,188579.0
314,GB,Cucumber,United Kingdom,188577.0
315,IN,Pondu Warriors,India,188571.0
316,CA,kaching,Canada,188567.0
317,NL,Spaceonometrics,Netherlands,188564.0
318,GB,THE CHINDIAN,United Kingdom,188551.0
319,IN,HighNumbers,India,188546.0
320,US,Bluechip Billikens,United States,188530.0
321,KR,Y-FoRM,South Korea,188519.0
322,US,Piggypiginablanket,United States,188516.0
323,IN,SALAMANCAS,India,188514.0
324,CH,MaxingTheCharacterLimit,Switzerland,188508.0
325,US,Five Guys,United States,188495.0
326,GB,Trad3,United Kingdom,188491.0
327,IN,machau facche,India,188488.0
328,US,Homiefans,United States,188485.0
329,NL,Kleptocrat,Netherlands,188478.0
330,US,rice munchers,United States,188477.0
331,FI,Supermartingales,Finland,188477.0
332,US,aimpartnersuiuc,United States,188476.0
333,US,GMI,United States,188459.0
334,IN,Greek Gods,India,188432.0
335,GB,nahhh,United Kingdom,188420.0
336,US,8 Brazillian Bytes,United States,188419.0
337,GB,We need to pick one tho,United Kingdom,188413.0
338,US,Pine S,United States,188407.0
339,US,Lakergang FC,United States,188351.0
340,US,BogleSupremacist,United States,188349.0
341,IN,Under Construction,India,188343.0
342,IN,Rivers of Blood,India,188343.0
343,GB,--,United Kingdom,188327.0
344,IN,Gargantua,India,188310.0
345,US,Cedi Arbitrage,United States,188305.0
346,US,Last Dance,United States,188269.0
347,IN,Nash Equilibrium,India,188268.0
348,NL,NMSL,Netherlands,188241.0
349,US,Bojja-B,United States,188235.0
350,US,GettingSwoleAtDaCrib,United States,188234.0
351,GB,AlphaFunders,United Kingdom,188233.0
352,GB,Hugo Hanson,United Kingdom,188229.0
353,US,inception,United States,188218.0
354,AU,ALDC,Australia,188193.0
355,US,CMU MSCF Team 1,United States,188176.0
356,US,Cosmic minds,United States,188175.0
357,ES,PYRATES,Spain,188158.0
358,IN,Black Bucks,India,188158.0
359,US,Michigan Edge,United States,188156.0
360,IN,prosperous,India,188154.0
361,FR,Baptlarafale,France,188153.0
362,US,CornellCSMath,United States,188134.0
363,IN,Arbitragers,India,188131.0
364,IN,Skill_issue,India,188125.0
365,ES,Farrers,Spain,188110.0
366,IN,Jacks HIGH,India,188096.0
367,IT,Arcadia,Italy,188093.0
368,IN,Teamx_7,India,188083.0
369,US,Claremont Quant Fund,United States,188081.0
370,GB,Arsenal,United Kingdom,188059.0
371,AU,the bum squad,Australia,188058.0
372,AU,wowzers,Australia,188038.0
373,IT,Quan t Hold Us,Italy,188037.0
374,US,cade and em,United States,188028.0
375,US,larp larp sahuuur,United States,188022.0
376,US,rare,United States,188016.0
377,GB,The Casuals,United Kingdom,188015.0
378,IN,Prosperous Ppls,India,188005.0
379,US,tapisar,United States,188001.0
380,US,Pocket Queens,United States,187996.0
381,US,volmaxxing,United States,187992.0
382,US,three ngmis,United States,187991.0
383,CA,ALPHA3,Canada,187991.0
384,NL,Perihelion,Netherlands,187990.0
385,DE,VHP Capital,Germany,187985.0
386,US,0dte-theta-decay,United States,187970.0
387,US,Yumpy,United States,187959.0
388,IN,Pilani Research Capital,India,187947.0
389,AU,BLSY,Australia,187945.0
390,ES,QuantBro,Spain,187934.0
391,US,Experienced traders,United States,187930.0
392,IN,Gambling Addicts,India,187925.0
393,ES,leeoseerraW,Spain,187917.0
393,ES,GPB_Provisional,Spain,187917.0
394,US,Solo Bolo,United States,187916.0
395,US,Cali Cat,United States,187915.0
396,SO,Cornball Capital,Somalia,187906.0
397,IN,sojao bachhon,India,187896.0
398,NL,Hapjeshoek,Netherlands,187891.0
399,GB,Alpha Singularity,United Kingdom,187889.0
400,US,yc_thirteen,United States,187871.0
401,IN,sm1le,India,187846.0
402,CN,2000ge3000,China,187843.0
403,AU,Cool Cucumbers,Australia,187841.0
404,GB,Zero EV,United Kingdom,187824.0
405,IN,The_Abyss,India,187797.0
406,US,Mystery Shack LLC,United States,187795.0
407,US,galactic_random_walk,United States,187783.0
408,IN,Sopex,India,187770.0
409,DE,Markov Gold Chains,Germany,187747.0
410,IN,Curd Rice,India,187746.0
411,AU,Peter Hall Warriors,Australia,187731.0
412,CH,ExBks,Switzerland,187730.0
413,DE,Illyrian budalla,Germany,187702.0
414,FR,lesBass,France,187700.0
415,FR,Panini Maker,France,187699.0
416,IN,EgglesCake,India,187695.0
417,IN,Alpha__,India,187693.0
418,US,VASS,United States,187692.0
419,US,Prosperity4,United States,187685.0
420,US,Taiwan Number 1,United States,187676.0
421,NL,Cybernetic,Netherlands,187666.0
422,AU,RQR,Australia,187648.0
423,FR,Xogenous,France,187645.0
424,GB,Chewbacca,United Kingdom,187634.0
425,CH,ProsperyTea,Switzerland,187631.0
426,NL,Pompom,Netherlands,187623.0
427,US,Navet,United States,187593.0
428,GB,Harry,United Kingdom,187593.0
429,IN,jaytau,India,187571.0
430,IT,Discovery 91,Italy,187567.0
431,IN,buy_higher_sell_high,India,187544.0
432,FR,I am Maximus,France,187541.0
433,GB,ORA,United Kingdom,187540.0
434,GB,Four West,United Kingdom,187535.0
435,US,UC Davis Ice Hockey,United States,187525.0
436,AU,Margin Call Alpha,Australia,187525.0
437,US,Gangnam Style,United States,187524.0
438,US,Martingale Magic,United States,187517.0
439,US,Claudius,United States,187514.0
440,HK,Pina Koala,Hong Kong,187508.0
441,US,Motor City Money,United States,187501.0
442,FR,Utopia,France,187484.0
443,US,G00n Securities,United States,187482.0
444,GB,mop,United Kingdom,187479.0
445,NL,Deep Dutch,Netherlands,187468.0
446,NL,Cosmic Arbitragers,Netherlands,187462.0
446,US,Chrome,United States,187462.0
447,GB,CacheMeIfYouCan,United Kingdom,187461.0
448,FR,Jawas,France,187452.0
449,IN,SEBI,India,187446.0
450,US,DragonArbitrage,United States,187434.0
451,NL,Prometheus,Netherlands,187433.0
452,US,Reaching For The Stars,United States,187432.0
453,IN,Apex Traders,India,187414.0
454,CH,Golden Model,Switzerland,187404.0
455,IN,Game Theorists,India,187396.0
456,NL,ExMachina,Netherlands,187384.0
457,IN,Camel,India,187380.0
458,IN,Bos_Indica,India,187376.0
459,FR,NullProfit,France,187374.0
460,US,Lololol,United States,187373.0
461,GB,OMI,United Kingdom,187351.0
462,IN,RsR,India,187349.0
463,IN,BioNexus,India,187332.0
464,AT,StyrianKFU Quants,Austria,187331.0
465,NZ,BagHolders,New Zealand,187330.0
466,CA,claypotrice,Canada,187323.0
467,FR,QuantFire,France,187317.0
468,US,Chunc,United States,187314.0
469,IN,Gamblr,India,187307.0
470,IN,Peeli Matthi 555,India,187296.0
471,PL,C-offe-plus_plus,Poland,187292.0
472,TW,THU,Taiwan,187286.0
473,HK,Path of Progress,Hong Kong,187284.0
474,HK,QuarterKelly,Hong Kong,187278.0
475,IN,Pr0sperous,India,187273.0
476,US,NutFlush,United States,187270.0
477,GB,The mice,United Kingdom,187265.0
478,US,Penguin,United States,187261.0
479,IT,Bocconi DS,Italy,187252.0
480,US,_insider_trading,United States,187252.0
481,FR,PnL maker,France,187246.0
482,GB,tropicalflavour,United Kingdom,187232.0
483,IN,Dhurandhars,India,187230.0
484,US,Overfit,United States,187228.0
485,US,NovaSpirit,United States,187222.0
486,US,roadtochamp,United States,187214.0
487,IN,Alpha Architects,India,187214.0
488,IN,Last_Stand,India,187207.0
489,HK,imaginedraggin,Hong Kong,187200.0
490,US,SeashellMaxxing,United States,187196.0
491,US,Swift Traders,United States,187195.0
492,IN,Marss Potato,India,187186.0
493,CN,StarStarStar,China,187183.0
494,GB,T-O-M,United Kingdom,187183.0
495,US,default team name,United States,187183.0
496,IL,-_- -_-,Israel,187174.0
497,IT,The Silenceer,Italy,187172.0
497,IT,Singolare,Italy,187172.0
498,US,The Strawberry Koalas,United States,187169.0
499,US,Hailmary004,United States,187162.0
500,AU,Via Negativa,Australia,187158.0
501,US,Here4TheVibes,United States,187155.0
502,US,T1,United States,187152.0
503,SK,AlgoLads,Slovakia,187133.0
504,CA,wyw,Canada,187131.0
505,US,Photon Trading Group,United States,187128.0
506,PL,ChillTrading,Poland,187124.0
507,AE,BUENO TRADERS,United Arab Emirates,187114.0
508,AU,Sun,Australia,187108.0
509,NL,ZeroAlpha,Netherlands,187108.0
510,IT,TheBigLevy,Italy,187103.0
511,US,Tubercule,United States,187102.0
512,IN,bt_scenes,India,187089.0
513,DE,Berlin Overfits,Germany,187087.0
514,US,DMVs Finest,United States,187077.0
515,HK,Red Kings,Hong Kong,187074.0
516,IN,NJATT,India,187073.0
517,CA,Atlas Trading,Canada,187058.0
518,NL,Early Investor,Netherlands,187057.0
519,CH,EPFL Quant,Switzerland,187047.0
520,US,Negative Split,United States,187040.0
521,CH,human intelligence,Switzerland,187039.0
522,US,Yangtze River Trading,United States,187039.0
523,GB,Anyways,United Kingdom,187039.0
524,US,RMK Partners,United States,187034.0
525,US,TradingMonkey,United States,187033.0
526,GB,Interstellar,United Kingdom,187032.0
527,BE,Thriller,Belgium,187031.0
528,US,kevin,United States,187029.0
529,AU,sn1per,Australia,187028.0
530,NL,VolumeShifters,Netherlands,187021.0
531,BG,Alvin Digital,Bulgaria,187013.0
532,AU,Shove with junk,Australia,187010.0
533,FR,HEC,France,187002.0
534,US,The Bystanders,United States,186997.0
535,US,6ix7evenSuited,United States,186989.0
536,NL,DaBaBanii,Netherlands,186985.0
537,US,Crunch Rock,United States,186977.0
538,IN,EliteHackers,India,186974.0
539,IT,Pietramelara,Italy,186967.0
540,IN,nooner,India,186965.0
541,GB,SAQ,United Kingdom,186963.0
542,RO,TheVCs,Romania,186960.0
543,IN,WeLikeMoney,India,186950.0
544,CH,staraps,Switzerland,186940.0
545,FR,Polytraders,France,186940.0
546,AU,Pierpoint CPS Desk,Australia,186939.0
547,US,Areach,United States,186935.0
548,DE,Hanseatic League,Germany,186933.0
549,FR,Lyon,France,186931.0
550,DE,Cor Caroli,Germany,186927.0
551,US,Tuberosum,United States,186925.0
552,IN,Peak_Traders,India,186917.0
553,GB,HP_Sauce,United Kingdom,186916.0
554,AU,TFTG,Australia,186916.0
555,GB,Erimonometre,United Kingdom,186912.0
556,GB,nEvermind,United Kingdom,186911.0
557,US,123gogogo,United States,186906.0
558,NL,TIC Team 2,Netherlands,186905.0
559,AU,Spice Traders,Australia,186905.0
560,CH,Band4Band,Switzerland,186904.0
561,CA,FELIS,Canada,186902.0
562,US,AndromedaAlpha,United States,186894.0
562,US,Straight Flush,United States,186894.0
563,GB,Shanibal,United Kingdom,186883.0
564,DE,Cookies and Cream,Germany,186872.0
564,CH,NAC,Switzerland,186872.0
565,RU,team_nyanracingcat,Russian Federation,186868.0
566,IN,Sith,India,186864.0
567,US,Qi E,United States,186862.0
568,GB,Common Investments,United Kingdom,186843.0
569,JP,Bum Coders,Japan,186841.0
570,DE,Lehman Brothers Interns,Germany,186825.0
571,IN,Best of the rest,India,186823.0
572,US,Four Rings,United States,186819.0
573,IN,LB Traders,India,186816.0
574,CA,idk the name,Canada,186797.0
575,HK,Esentai River Trading,Hong Kong,186790.0
576,US,THE CRAIG,United States,186787.0
577,US,Cartel Business School,United States,186785.0
578,IN,Harsh Raj,India,186783.0
579,IN,pennyfisher,India,186782.0
580,GB,The Matrix Martians,United Kingdom,186780.0
581,AQ,Zuwu,Antarctica,186775.0
582,BG,bsp,Bulgaria,186767.0
583,IN,OU traders,India,186764.0
583,IN,wolfie,India,186764.0
583,FR,The Sharpe Squad,France,186764.0
583,JP,Quant Finance at UTokyo,Japan,186764.0
584,US,Space Pandas,United States,186763.0
585,GB,Goobers,United Kingdom,186755.0
586,IN,kab aaoge mere akhilesh,India,186750.0
587,US,asamprosperity,United States,186749.0
588,AU,PnP,Australia,186745.0
589,IN,SnackOverflow,India,186738.0
590,US,orz,United States,186738.0
591,US,FunkyGOD Labs,United States,186737.0
592,US,rat_hunters,United States,186736.0
593,DE,Bhai,Germany,186731.0
594,AU,alphamaxxing,Australia,186729.0
595,US,WETERR,United States,186722.0
596,AU,Uncle Pennybags,Australia,186722.0
597,IN,goldmeteor,India,186717.0
598,IN,ComplexBiomass,India,186717.0
599,US,Flow State Traders,United States,186712.0
600,CY,______,Cyprus,186710.0
601,US,Gooberz,United States,186709.0
602,IN,AK0521,India,186707.0
603,US,AAAApex,United States,186707.0
604,US,Pete,United States,186707.0
605,IN,AlphaaX,India,186701.0
606,HK,FlyingRedBird,Hong Kong,186699.0
607,IN,avrrop,India,186698.0
608,US,Kirkified,United States,186691.0
609,DE,No stop-loss required,Germany,186684.0
610,FR,Les Deregleurs,France,186682.0
611,NL,Variance of Varna,Netherlands,186680.0
612,FR,Money Money Money,France,186672.0
613,TR,Stonefeller,Turkey,186666.0
614,US,Coastal Elitists,United States,186662.0
615,US,BuyHigh SellLow,United States,186656.0
616,AU,starrynights,Australia,186653.0
617,US,DYY,United States,186652.0
618,DE,XIREC ToTheMoon,Germany,186642.0
619,IT,Clef Capital,Italy,186641.0
620,IN,Ctrl C Ctrl Win,India,186639.0
621,US,TAMU ASF Quant,United States,186639.0
622,DE,aion,Germany,186630.0
623,IN,PANDORA,India,186618.0
623,IN,SecsyBoi,India,186618.0
624,AU,huzzzzzzzzzzzzzzzzzzzzz,Australia,186616.0
625,SG,Darth Traders,Singapore,186613.0
626,NL,Zlorp,Netherlands,186613.0
627,QA,FTSOC,Qatar,186613.0
628,US,ASW,United States,186611.0
629,US,buy peak sell trough,United States,186610.0
630,GB,We re going Anti-Gareth,United Kingdom,186607.0
631,US,Patate Douce,United States,186607.0
632,JP,gradient exploders,Japan,186606.0
633,US,AXE,United States,186605.0
634,FR,Korrigan Quant,France,186601.0
635,GB,IMPS,United Kingdom,186588.0
636,DE,Buy High Sell Lower,Germany,186583.0
637,IN,Hail_mary26,India,186581.0
638,US,GFund,United States,186579.0
639,SG,adverse selectors,Singapore,186578.0
640,US,patatedouce,United States,186575.0
641,GB,Valse Stream,United Kingdom,186567.0
642,GB,Magic Mountain,United Kingdom,186563.0
643,IN,Elan,India,186553.0
644,BR,Sieve0,Brazil,186549.0
645,IT,BRCH_LUIS,Italy,186545.0
646,FR,Heheheha,France,186539.0
647,CA,What am I doing,Canada,186535.0
648,IN,sorse,India,186534.0
649,US,Lorien,United States,186531.0
650,FR,FinCur,France,186527.0
651,AU,Internship Please,Australia,186522.0
652,IN,pogi,India,186522.0
